tweet_english,tokenize_tweet,labels,cleaned_tweet
"Cakimin Imin's question for Mr. Mahfud is lacking. There must be political will and adequate use of legal instruments. Previously, there was a discourse on the distribution of land ownership. The land under control must be distributed evenly to the people.","['Cakimin', 'Imin', ""'s"", 'question', 'for', 'Mr.', 'Mahfud', 'is', 'lacking', '.', 'There', 'must', 'be', 'political', 'will', 'and', 'adequate', 'use', 'of', 'legal', 'instruments', '.', 'Previously', ',', 'there', 'was', 'a', 'discourse', 'on', 'the', 'distribution', 'of', 'land', 'ownership', '.', 'The', 'land', 'under', 'control', 'must', 'be', 'distributed', 'evenly', 'to', 'the', 'people', '.']",positif,"Cakimin Imin 's question Mr. Mahfud lacking . political adequate legal instruments . , discourse distribution land ownership . land control distributed people ."
henceforth ani,"['henceforth', 'ani']",netral,henceforth ani
"the moment Gibran slipped Cakimin Imin at the vice presidential debate, he said, Gus Imin used to take part in inaugurating IKN, why don't you support him now, oh, how about that, guys?","['the', 'moment', 'Gibran', 'slipped', 'Cakimin', 'Imin', 'at', 'the', 'vice', 'presidential', 'debate', ',', 'he', 'said', ',', 'Gus', 'Imin', 'used', 'to', 'take', 'part', 'in', 'inaugurating', 'IKN', ',', 'why', 'do', ""n't"", 'you', 'support', 'him', 'now', ',', 'oh', ',', 'how', 'about', 'that', ',', 'guys', '?']",negatif,"moment Gibran slipped Cakimin Imin vice presidential debate , , Gus Imin inaugurating IKN , n't support , , , guys ?"
Cakimin Imin explains how he and Anies Baswedan can create equality by building a city at the same level as Jakarta. Watch live streaming on,"['Cakimin', 'Imin', 'explains', 'how', 'he', 'and', 'Anies', 'Baswedan', 'can', 'create', 'equality', 'by', 'building', 'a', 'city', 'at', 'the', 'same', 'level', 'as', 'Jakarta', '.', 'Watch', 'live', 'streaming', 'on']",positif,Cakimin Imin explains Anies Baswedan create equality building city level Jakarta . Watch live streaming
"Mr Mahfud's answer to Cakimin Imin was that the discussion was long, the obstacles were in the apparatus and law enforcement, efforts to achieve equality must continue to be carried out, the method is land control and land control, enforce the rules","['Mr', 'Mahfud', ""'s"", 'answer', 'to', 'Cakimin', 'Imin', 'was', 'that', 'the', 'discussion', 'was', 'long', ',', 'the', 'obstacles', 'were', 'in', 'the', 'apparatus', 'and', 'law', 'enforcement', ',', 'efforts', 'to', 'achieve', 'equality', 'must', 'continue', 'to', 'be', 'carried', 'out', ',', 'the', 'method', 'is', 'land', 'control', 'and', 'land', 'control', ',', 'enforce', 'the', 'rules']",negatif,"Mahfud 's answer Cakimin Imin discussion , obstacles apparatus law enforcement , efforts achieve equality continue carried , method land control land control , enforce rules"
"in the same class as the general chairman of the Islamic party and now his position has become vice presidential candidate, I don't know, wokwokwokwok","['in', 'the', 'same', 'class', 'as', 'the', 'general', 'chairman', 'of', 'the', 'Islamic', 'party', 'and', 'now', 'his', 'position', 'has', 'become', 'vice', 'presidential', 'candidate', ',', 'I', 'do', ""n't"", 'know', ',', 'wokwokwokwok']",positif,"class chairman Islamic party position vice presidential candidate , n't , wokwokwokwok"
"Cakimin Imin's question for Mr. Mahfud is that there is a lot of excessive land ownership among a few people, how to realize social justice from equal distribution of access and land ownership","['Cakimin', 'Imin', ""'s"", 'question', 'for', 'Mr.', 'Mahfud', 'is', 'that', 'there', 'is', 'a', 'lot', 'of', 'excessive', 'land', 'ownership', 'among', 'a', 'few', 'people', ',', 'how', 'to', 'realize', 'social', 'justice', 'from', 'equal', 'distribution', 'of', 'access', 'and', 'land', 'ownership']",positif,"Cakimin Imin 's question Mr. Mahfud lot excessive land ownership people , realize social justice equal distribution access land ownership"
"Dad, look at your child's behavior, Anies","['Dad', ',', 'look', 'at', 'your', 'child', ""'s"", 'behavior', ',', 'Anies']",netral,"Dad , child 's behavior , Anies"
another blunder,"['another', 'blunder']",netral,blunder
"Gibran's manners were very polite, shaking hands and apologizing after the debate","['Gibran', ""'s"", 'manners', 'were', 'very', 'polite', ',', 'shaking', 'hands', 'and', 'apologizing', 'after', 'the', 'debate']",negatif,"Gibran 's manners polite , shaking hands apologizing debate"
Mas Gibran's interesting moment after the vice presidential debate,"['Mas', 'Gibran', ""'s"", 'interesting', 'moment', 'after', 'the', 'vice', 'presidential', 'debate']",positif,Mas Gibran 's moment vice presidential debate
"Gibran's manners are higher than everything, the moment Gibran repeatedly bowed to Cakimin Imin and Mahfud to shake hands after the debate","['Gibran', ""'s"", 'manners', 'are', 'higher', 'than', 'everything', ',', 'the', 'moment', 'Gibran', 'repeatedly', 'bowed', 'to', 'Cakimin', 'Imin', 'and', 'Mahfud', 'to', 'shake', 'hands', 'after', 'the', 'debate']",negatif,"Gibran 's manners , moment Gibran repeatedly bowed Cakimin Imin Mahfud shake hands debate"
"I was surprised that the term wasn't Tom Lembong, that's just awesome","['I', 'was', 'surprised', 'that', 'the', 'term', 'was', ""n't"", 'Tom', 'Lembong', ',', 'that', ""'s"", 'just', 'awesome']",positif,"surprised term n't Tom Lembong , 's awesome"
"See, there are a lot of motorbike thieves, Gibran, simply revoke the thief's license, a very magical answer","['See', ',', 'there', 'are', 'a', 'lot', 'of', 'motorbike', 'thieves', ',', 'Gibran', ',', 'simply', 'revoke', 'the', 'thief', ""'s"", 'license', ',', 'a', 'very', 'magical', 'answer']",negatif,", lot motorbike thieves , Gibran , simply revoke thief 's license , magical answer"
"speech less, so why is it that if Tom Lembong gives cheats, Blio is on the team, Amin Gibran Gibranmang, it's okay to joke around.","['speech', 'less', ',', 'so', 'why', 'is', 'it', 'that', 'if', 'Tom', 'Lembong', 'gives', 'cheats', ',', 'Blio', 'is', 'on', 'the', 'team', ',', 'Amin', 'Gibran', 'Gibranmang', ',', 'it', ""'s"", 'okay', 'to', 'joke', 'around', '.']",positif,"speech , Tom Lembong cheats , Blio team , Amin Gibran Gibranmang , 's joke ."
"It doesn't matter if the kid is stupid because that's the quality he had in last night's debate, but the reaction from the supporters was zero one and zero two. I'm sure no one will make VT cry on TikTok using a string song as a background sound, hahaha, the worst blunder, really","['It', 'does', ""n't"", 'matter', 'if', 'the', 'kid', 'is', 'stupid', 'because', 'that', ""'s"", 'the', 'quality', 'he', 'had', 'in', 'last', 'night', ""'s"", 'debate', ',', 'but', 'the', 'reaction', 'from', 'the', 'supporters', 'was', 'zero', 'one', 'and', 'zero', 'two', '.', 'I', ""'m"", 'sure', 'no', 'one', 'will', 'make', 'VT', 'cry', 'on', 'TikTok', 'using', 'a', 'string', 'song', 'as', 'a', 'background', 'sound', ',', 'hahaha', ',', 'the', 'worst', 'blunder', ',', 'really']",negatif,"n't matter kid stupid 's quality night 's debate , reaction supporters . 'm VT TikTok string song background sound , hahaha , worst blunder ,"
expressions of the camp after the vice presidential debate,"['expressions', 'of', 'the', 'camp', 'after', 'the', 'vice', 'presidential', 'debate']",netral,expressions camp vice presidential debate
Nobody wants to make crying content for Mr. Mahfud either,"['Nobody', 'wants', 'to', 'make', 'crying', 'content', 'for', 'Mr.', 'Mahfud', 'either']",negatif,crying content Mr. Mahfud
"What is LFP? The success team is shouting, but the vice presidential candidate doesn't even know","['What', 'is', 'LFP', '?', 'The', 'success', 'team', 'is', 'shouting', ',', 'but', 'the', 'vice', 'presidential', 'candidate', 'does', ""n't"", 'even', 'know']",positif,"LFP ? success team shouting , vice presidential candidate n't"
Can't wait for tomorrow to hold a debate supporting candidate pairs in a coffee shop. We realize that Cakimin Imin was a bit slow in the first debate. This time we are ready to debate Cakimin Imin. Raise your coffee glass.,"['Ca', ""n't"", 'wait', 'for', 'tomorrow', 'to', 'hold', 'a', 'debate', 'supporting', 'candidate', 'pairs', 'in', 'a', 'coffee', 'shop', '.', 'We', 'realize', 'that', 'Cakimin', 'Imin', 'was', 'a', 'bit', 'slow', 'in', 'the', 'first', 'debate', '.', 'This', 'time', 'we', 'are', 'ready', 'to', 'debate', 'Cakimin', 'Imin', '.', 'Raise', 'your', 'coffee', 'glass', '.']",positif,n't wait tomorrow hold debate supporting candidate pairs coffee shop . realize Cakimin Imin bit slow debate . time ready debate Cakimin Imin . Raise coffee glass .
looking for running supporters,"['looking', 'for', 'running', 'supporters']",positif,running supporters
"Oh my God, it's really funny that our vice presidential candidate is demanding promises. Congratulations Cakimin on last night's display score, which missed my Samsung who was also satisfied and cheering.","['Oh', 'my', 'God', ',', 'it', ""'s"", 'really', 'funny', 'that', 'our', 'vice', 'presidential', 'candidate', 'is', 'demanding', 'promises', '.', 'Congratulations', 'Cakimin', 'on', 'last', 'night', ""'s"", 'display', 'score', ',', 'which', 'missed', 'my', 'Samsung', 'who', 'was', 'also', 'satisfied', 'and', 'cheering', '.']",positif,"God , 's funny vice presidential candidate demanding promises . Congratulations Cakimin night 's display score , missed Samsung satisfied cheering ."
uuhhh look at that chemistry,"['uuhhh', 'look', 'at', 'that', 'chemistry']",netral,uuhhh chemistry
where are you from sir?,"['where', 'are', 'you', 'from', 'sir', '?']",netral,sir ?
"Watch the live broadcast of the fourth vice presidential debate tonight starting at WIB, watch via live streaming here","['Watch', 'the', 'live', 'broadcast', 'of', 'the', 'fourth', 'vice', 'presidential', 'debate', 'tonight', 'starting', 'at', 'WIB', ',', 'watch', 'via', 'live', 'streaming', 'here']",netral,"Watch live broadcast fourth vice presidential debate tonight starting WIB , watch live streaming"
there's no end to it when it comes to making memes,"['there', ""'s"", 'no', 'end', 'to', 'it', 'when', 'it', 'comes', 'to', 'making', 'memes']",negatif,'s memes
If the Cakimin Imin ball uses a direct football strategy instead of tiki taka it's not dangerous ta,"['If', 'the', 'Cakimin', 'Imin', 'ball', 'uses', 'a', 'direct', 'football', 'strategy', 'instead', 'of', 'tiki', 'taka', 'it', ""'s"", 'not', 'dangerous', 'ta']",positif,Cakimin Imin ball direct football strategy tiki taka 's dangerous ta
"Tickets are sold out. It turns out that tickets are only for priority entry from WIB to WIB. After that, those who don't have tickets can enter. So don't hesitate to come even if you don't have tickets.","['Tickets', 'are', 'sold', 'out', '.', 'It', 'turns', 'out', 'that', 'tickets', 'are', 'only', 'for', 'priority', 'entry', 'from', 'WIB', 'to', 'WIB', '.', 'After', 'that', ',', 'those', 'who', 'do', ""n't"", 'have', 'tickets', 'can', 'enter', '.', 'So', 'do', ""n't"", 'hesitate', 'to', 'come', 'even', 'if', 'you', 'do', ""n't"", 'have', 'tickets', '.']",positif,"Tickets sold . tickets priority entry WIB WIB . , n't tickets enter . n't hesitate n't tickets ."
"Attention to all supporters for tomorrow's date, let's show that we are orderly and classy supporters.","['Attention', 'to', 'all', 'supporters', 'for', 'tomorrow', ""'s"", 'date', ',', 'let', ""'s"", 'show', 'that', 'we', 'are', 'orderly', 'and', 'classy', 'supporters', '.']",positif,"Attention supporters tomorrow 's , 's orderly classy supporters ."
It has entered this stage but the status is still coming soon to the big gathering,"['It', 'has', 'entered', 'this', 'stage', 'but', 'the', 'status', 'is', 'still', 'coming', 'soon', 'to', 'the', 'big', 'gathering']",netral,entered stage status coming gathering
"Anies' sweet promise that has not yet been completed, Kontl's track record","['Anies', ""'"", 'sweet', 'promise', 'that', 'has', 'not', 'yet', 'been', 'completed', ',', 'Kontl', ""'s"", 'track', 'record']",positif,"Anies ' sweet promise completed , Kontl 's track record"
"I've been working hard to demonstrate to boycott US and Israeli products, ehhh, this presidential election is the lackey of the US, the real loser, don't you?","['I', ""'ve"", 'been', 'working', 'hard', 'to', 'demonstrate', 'to', 'boycott', 'US', 'and', 'Israeli', 'products', ',', 'ehhh', ',', 'this', 'presidential', 'election', 'is', 'the', 'lackey', 'of', 'the', 'US', ',', 'the', 'real', 'loser', ',', 'do', ""n't"", 'you', '?']",negatif,"hard demonstrate boycott Israeli products , ehhh , presidential election lackey , real loser , n't ?"
Indonesia needs changes to the Palembang language version Bismillah script by voice over by video by,"['Indonesia', 'needs', 'changes', 'to', 'the', 'Palembang', 'language', 'version', 'Bismillah', 'script', 'by', 'voice', 'over', 'by', 'video', 'by']",netral,Indonesia Palembang language version Bismillah script voice video
don't want to wear a jacket,"['do', ""n't"", 'want', 'to', 'wear', 'a', 'jacket']",negatif,n't wear jacket
"This isn't true, why does it sound like that, sir?","['This', 'is', ""n't"", 'true', ',', 'why', 'does', 'it', 'sound', 'like', 'that', ',', 'sir', '?']",netral,"n't true , sound , sir ?"
its time for indonesia change social justice people's welfare people's sovereignty its time for indonesia restoration,"['its', 'time', 'for', 'indonesia', 'change', 'social', 'justice', 'people', ""'s"", 'welfare', 'people', ""'s"", 'sovereignty', 'its', 'time', 'for', 'indonesia', 'restoration']",positif,time indonesia change social justice people 's welfare people 's sovereignty time indonesia restoration
North Lampung fought together with Abah and Chak im min choose amen choose pkb choose pkb choose amen,"['North', 'Lampung', 'fought', 'together', 'with', 'Abah', 'and', 'Chak', 'im', 'min', 'choose', 'amen', 'choose', 'pkb', 'choose', 'pkb', 'choose', 'amen']",negatif,North Lampung fought Abah Chak min choose amen choose pkb choose pkb choose amen
"eh, wow, PDIP is always looking for loopholes to gain sympathy, whether the optimistic coalition will lose or not, they are always asking Prabowo, what a talkative political party","['eh', ',', 'wow', ',', 'PDIP', 'is', 'always', 'looking', 'for', 'loopholes', 'to', 'gain', 'sympathy', ',', 'whether', 'the', 'optimistic', 'coalition', 'will', 'lose', 'or', 'not', ',', 'they', 'are', 'always', 'asking', 'Prabowo', ',', 'what', 'a', 'talkative', 'political', 'party']",positif,", wow , PDIP loopholes gain sympathy , optimistic coalition lose , Prabowo , talkative political party"
is it really just nonsense?,"['is', 'it', 'really', 'just', 'nonsense', '?']",negatif,nonsense ?
gasspool amen,"['gasspool', 'amen']",netral,gasspool amen
"Mistakes made by the congregation will look like the truth, no matter how rich they are, I'm sure they are in the right line","['Mistakes', 'made', 'by', 'the', 'congregation', 'will', 'look', 'like', 'the', 'truth', ',', 'no', 'matter', 'how', 'rich', 'they', 'are', ',', 'I', ""'m"", 'sure', 'they', 'are', 'in', 'the', 'right', 'line']",positif,"Mistakes congregation truth , matter rich , 'm"
Gibran's candidacy violates the code of ethics,"['Gibran', ""'s"", 'candidacy', 'violates', 'the', 'code', 'of', 'ethics']",negatif,Gibran 's candidacy violates code ethics
"This is really true, what do you think?","['This', 'is', 'really', 'true', ',', 'what', 'do', 'you', 'think', '?']",positif,"true , ?"
I totally agree with you too,"['I', 'totally', 'agree', 'with', 'you', 'too']",positif,totally agree
"I leave Indonesia in your hands, Mr Gangar Mahfud","['I', 'leave', 'Indonesia', 'in', 'your', 'hands', ',', 'Mr', 'Gangar', 'Mahfud']",negatif,"leave Indonesia hands , Gangar Mahfud"
