tweet_english,labels
look for a leader who offers a clear and reasonable program and only rewards mahfud the person,positif
"Come on, let's win, which will definitely reward Mahfud for winning",positif
"like this, I really want to be a pleciden",positif
"Very cool, our beloved Abah Anies",positif
"Turns out these are the poll results, guys",netral
"Yes, we are all in Prabowo Gibran",positif
"match between El Chef, El Gemoy and El Chudai",netral
"what is called a debate must be prepared with data and arguments, only Pranowo is the one who masters it",negatif
"Our people want to hear love, not hatred. Our people want to hear ideas, not sarcasm. Come on, let's close ranks to go all in on Prabowo Gibran so he can win one round.",positif
"Come on, listen to Mr. Gemoy's message, guys",netral
The safety of our military is the most important thing,positif
My defense is boss,positif
im with you sir,netral
"hmm, so what's the truth?",positif
"Don't mortgage the safety of our TNI pilots for personal ambition, stop buying used and obsolete defense equipment",negatif
the country can be destroyed because of corruption and that is real,negatif
"increasingly confident in choosing Ganjar Mahfud to lead this country, a smart leader with solutions and of course experienced",positif
Why is there a bit of a double standard?,netral
"Here are Pak Prabowo and Mas Gibran, the leaders we have been waiting for all this time",netral
The country of Konoha will become even more messy if it continues like this,negatif
"Prabowo, you are not fit to talk about ethics",negatif
Prabowo answered no greetings to Anies Baswedan after the JCC Network presidential candidate debate,positif
"Apart from the news about Megawati, Defense Minister Anies, a number of artists answered QNA regarding Prabowo Subianto as the presidential candidate, this moment occurred during the presidential debate.",positif
"when Prabowo said that leaders must have principles, ing ngarso sung tulodo in the presidential debate",netral
Prabowo supporters hold presidential candidate debate,positif
What did this artist say about Prabowo's favorite animal?,positif
presidential candidate serial number Prabowo Subianto reminded that people should not be incited and misled just because someone's personal ambition goes viral,positif
the atmosphere of the presidential debate which was attended by many Indonesian public figures,netral
"while watching together we have succeeded in building the economy so it's not just empty talk, just talking about work",positif
"Prabowo in the eyes of the Indonesian public figure, how is Prabowo's figure in your eyes? Write",netral
"This is all because of Pak Prabowo, our understanding of Indonesia's defense has increased El Gemoy El Agree No",positif
"What are these two gemoys doing, Pak Prabowo and Pak Airlangga are cooking for this, you know, El Gemoy, I agree no",positif
This is Prabowo's time to lead Indonesia,netral
"Burhanuddin Muhtadi said that the presidential and vice presidential candidate debates were very consequential, El Gemoy El agrees.",positif
"Mas Gibran is a real role model in every political safari, he definitely makes time to guide the local kyai and ulama of El Gemoy.",positif
the angels of the archipelago of North Sumatra are ready to win the Prabowogibran round ok gas ok gas el gemoy el agree,positif
"This is all because of Mr Prabowo, our understanding of Indonesian defense has increased, El Gemoy El agrees",positif
"in his presidential debate speech, Anis Baswedan insinuated that the Ministry of Defense's budget was used to buy used defense equipment, YouTube source, KPU RI",positif
"debate between the three presidential candidates in the Republic of Indonesia round, who do you choose, guys, try commenting below",netral
"Many people criticize the purchase of defense equipment, even though today the Republic of Indonesia is still safe, one of the reasons being Indonesia's strong defense.",positif
Who doubts the nationalism and patriotism of Mr. Prabowo?,negatif
"In February, we will blackout the country. Don't forget to vote for Prabowo Gibran's number",positif
"criticism of social assistance from the PDIP minister, how come",negatif
"Manies promise, Mas Anies just talks, talks",positif
"However, Prabowo Gibran is the winner of the gaspoll",positif
Parties in the Indonesian coalition will process the asset confiscation bill according to the mechanism,positif
"a thread post-debate analysis of the five presidential candidates for the general election released by the political information center Puspenpol officially released the results of the latest post-debate analysis of the presidential candidates yesterday, Sunday of February",netral
Soon the campaign to reward Mahfud in Banyuwangi will have to take down Prabowo Gibran's billboards.,positif
"Ballot papers in Malaysia have already been voted on, why is that possible? Come on, let's guard the vote of volunteer Prabowo Gibran.",netral
if you choose free food or free internet hehe,positif
"European countries already have a free lunch program, in Indonesia it will soon be realized by Prabowo Gibran",positif
"Of the three presidential candidates, only Prabowo understands military issues",netral
Who says two rounds is enough one round?,netral
"Why do you show off so much and talk so much, Mr. Prabowo has a role in the world of education",netral
remember to come to the polling station to vote for Prabowo Gibran's number,positif
Anies about the role of the state via,netral
What do you think about the ideas of the three presidential candidates regarding the following issues regarding the welfare and competence of teachers and lecturers?,netral
Prabowo got the most positive sentiment in x after the debate on presidential candidates,positif
The three presidential candidates made claims in the fifth week of the debate. What are the facts? Let's take a look below.,netral
"Prabowo reveals concrete programs during debate for health, education and public welfare",netral
Mr. Prabowo's magnanimity,netral
"The voice of your heart will be discovered, sir",netral
this is important,positif
Thank you sir,positif
